comment,label,rate,Unnamed: 3,clean_text
"Cùn, bấm mãi không thủng.",NEG,1,,cùn bấm mãi không thủng
"Chất lượng sản phẩm tuyệt vời, vải đẹp.",POS,5,,chất_lượng sản_phẩm tuyệt_vời vải đẹp
Ưng hết ý 😘😍.,POS,5,,ưng hết ý
Rất đáng tiền.,POS,5,,rất đáng tiền
Thanks shop.,POS,5,,thanks shop
Giao nhầm màu. 1 trắng 1 xanh mà giao cho 2 xanh.,NEG,2,,giao nhầm màu 1 trắng 1 xanh giao cho 2 xanh
"Màu đẹp.bẳng nhỏ nhỏ,xinh xinh.mẫu mã rất đẹp.",POS,5,,màu đẹpbẳng nhỏ nhỏxinh xinhmẫu_mã rất đẹp
Màu và chất ko đẹp bằng trắng đen.,POS,4,,màu và chất ko đẹp bằng trắng đen
"Áo rất đẹp, tuy nhiên lần này shop gửi nhầm 2 sp giống nhau cho mk,Hàng k có, giá 2c áo lại khác nhau.",POS,4,,áo rất đẹp tuy_nhiên lần này shop gửi nhầm 2 sp giống nhau cho mkhàng k có_giá 2 c áo lại khác nhau
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất chậm Thời gian giao hàng rất chậm.,NEU,3,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất chậm thời_gian giao hàng rất chậm
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Quần rất đẹp.,POS,5,,quần rất đẹp
áo đẹp lắm. còn có quà nữa. cho shop 5 sao.,POS,4,,áo đẹp lắm còn có quà nữa cho shop 5 sao
Size m voi l chỉ hơn nhau có xíu ah.,NEU,3,,size m voi l chỉ hơn nhau có xíu ah
Áo hơi rộng chút nhưng đẹp ❤️sẽua bên shop dài dài.,POS,4,,áo hơi rộng chút nhưng đẹp sẽua bên shop dài dài
"shop gửi thiếu hàng cho mình , mình cũng rất kiên nhẫn chờ shop rep lại tn , chắc shop đông khách quá nên việc gửi thiếu 1 chiếc áo 33k cũng là chuyện nhỏ !!",NEU,3,,shop gửi thiếu hàng cho mình mình cũng rất kiên_nhẫn chờ shop rep lại tn chắc shop đông khách quá nên gửi thiếu 1 chiếc áo 33 k cũng chuyện nhỏ
"Hàng đẹp nhé mọi người, giá lại rẻ nữa, sẽ tiếp tục ủng hộ shop!",POS,4,,hàng đẹp mọi người giá lại rẻ nữa sẽ tiếp_tục ủng_hộ shop
(Hồi đầu cứ thấy vote mỗi 5* là bắt đầu *nghi ngờ nghi ngờ*).,NEG,2,,hôi đâu_cư thây vote môi 5 la_băt đâu nghi_ngơ nghi_ngơ
Áo đẹp.,POS,4,,áo đẹp
Về mới giặc lần thứ 2 màu xanh pha màu hồng .,NEG,2,,về mới giặc lần thứ 2 màu xanh pha màu hồng
"Áo đẹp, chất cũng ok lên form gọn người lắm, thanks shop.",POS,5,,áo đẹp chất cũng ok lên form gọn người lắm thanks shop
Shop giao hàng cực nhanh muốn í.,POS,5,,shop giao hàng cực nhanh muốn í
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh
Nhưng nói chung cũng tạm ổn so với giá tiền.,NEU,3,,nhưng nói_chung cũng tạm ổn so với giá tiền
Thái độ phục vụ rất tốt...,POS,5,,thái_độ phục_vụ rất tốt
"Áo xinh xắn, form vừa, Rất đáng tiền.",POS,5,,áo xinh_xắn form vừa rất đáng tiền
Dưới 50kg mặc sẽ vừa hơn.,POS,4,,dưới 50 kg mặc sẽ vừa hơn
"Hag zua dep,zua re. ..",POS,4,,hag zua depzua re
- Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
Nhưng gói hàng ẩu quá.,NEG,2,,nhưng gói hàng ẩu quá
Giao hàng nhanh rất đáng tiền .,POS,5,,giao hàng nhanh rất đáng tiền
"Chất vải nóng, vắt chỉ ẩu.",NEG,2,,chất vải nóng_vắt chỉ ẩu
"#NLT Không biết mua bao nhiêu chiêc áo ở shop nữa rồi, cũng khoảng > 30 chiếc rồi cũng nên ( cả áo nhóm) :)).",POS,5,,nlt không biết mua bao_nhiêu chiêc áo ở shop nữa rồi cũng khoảng 30 chiếc rồi cũng_nên cả áo nhóm
Kiểu dáng ok.,POS,4,,kiểu_dáng ok
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Tuy nhiên phí gui hơi cao.,NEU,3,,tuy_nhiên phí gui hơi cao
Shop gói hàng rất đẹp ạ.,POS,4,,shop gói hàng rất đẹp
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
"Chất vải rất đẹp, mình lấy size L hơi rộng định đổi nhưng chắc tự de ra tiệm sửa vậy.",NEU,3,,chất vải rất đẹp mình lấy size l_hơi rộng định_đổi nhưng chắc tự de ra tiệm sửa vậy
Thành ra mua 2 cái chỉ sử dụng đc 1 xái.,NEG,2,,thành ra mua 2 chỉ sử_dụng đc 1 xái
Quần đẹp mẹ em ưng lắm.,POS,4,,quần đẹp mẹ em ưng lắm
"Hàng ko như mẫm, và shop ko có đổi trả hàng, vậy khó cho người mua Chất lượng sản phẩm kém.",NEG,1,,hàng ko như mẫm và shop ko có đổi trả hàng vậy khó cho người mua chất_lượng sản_phẩm kém
Mình bóp lại xíu nữa là ok.,NEG,2,,mình bóp lại xíu nữa ok
Shop tư vấn khá tốt.,POS,4,,shop tư_vấn khá tốt
Mua size L để mặc bầu mà váy hơi ôm có vẻ ko bon chen đc lâu.,NEU,3,,mua size_l để mặc bầu váy hơi ôm có_vẻ ko bon_chen đc lâu
Đồ hết hàng cx chả báo 1 câu.,NEG,1,,đồ hết hàng cx chả báo 1 câu
Hơi han gỉ.,NEG,2,,hơi han gỉ
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn
👍👍 Rất ok luôn!,POS,5,,rất ok luôn
Vải hơi nóng tí.,NEG,2,,vải hơi nóng tí
"Tôi k hài lòng chút nào, quá thất vọng.",NEG,1,,tôi k hài_lòng chút nào quá thất_vọng
Nhưng này ship hơi lâu.,NEG,2,,nhưng này ship hơi lâu
Đẹp lắm :>.,POS,5,,đẹp lắm
vs giá này thì chất lượng tương đối ổn.,POS,4,,vs giá này chất_lượng tương_đối ổn
Chất thì cg đc.,NEU,3,,chất cg đc
"Áo y như hình, vải hơi mỏng xíu và dây áo dơ.",NEU,3,,áo y_như hình vải hơi mỏng_xíu và dây áo dơ
Chất mịn và ôm dáng người.,POS,5,,chất mịn và ôm_dáng người
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn
#BUỒN(.)❤️.,NEG,2,,buồn
Đường may cũng ok.,NEU,3,,đường may cũng ok
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Mỗi tội nhà giao hàng bị lâu quá.,NEU,3,,mỗi tội nhà giao hàng lâu quá
Áo đẹp.,POS,4,,áo đẹp
Mỗi cái áo lót đc đựng trong một hộp rất xinh.,POS,5,,mỗi áo_lót đc đựng trong một hộp rất xinh
Áo chưa mặc đã rách.,NEG,1,,áo chưa mặc đã rách
Áo đẹp lắm ạ.,POS,5,,áo đẹp lắm
"Chất lượng áo đẹp, áo giống hình.",POS,4,,chất_lượng áo đẹp áo giống hình
Chất dày nhưng ko co dãn mấy mặc hơi cứng.,NEG,2,,chất dày nhưng ko co_dãn mấy mặc hơi cứng
Ưng lấm luôn ạ ❤️.,POS,5,,ưng lấm luôn
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Bóng có độ dày vừa phải.,POS,4,,bóng có độ dày vừa_phải
Phục vụ như l** địt con mẹ khách nhắn thin thì sủa đi ít câu .,NEG,1,,phục_vụ như l_địt con mẹ khách nhắn_thin sủa đi ít câu
Áo hơi lỗi 1 chút vì giá rẻ nên bị mỏng mặc lộ hết bên trọng nhưng do rẻ nên không đòi hỏi gì nhiều. thanks shop.,POS,4,,áo hơi lỗi 1 chút vì giá rẻ nên mỏng mặc_lộ hết bên trọng nhưng do rẻ nên không đòi_hỏi gì nhiều thanks shop
"Áo màu đậm hơn trong ảnh nhưng cũng đẹp, đường may chắc chắn.",POS,5,,áo màu đậm hơn trong ảnh nhưng cũng đẹp đường may chắc_chắn
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop phục_vụ rất tốt thời_gian giao hàng rất nhanh rất đáng tiền
Thời gian giao hàng rất nhanh.,POS,4,,thời_gian giao hàng rất nhanh
Hàng phù hợp giá tiền.,POS,5,,hàng phù_hợp giá tiền
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh
Shop giao nhầm sang mẫu rẻ hơn.,NEG,2,,shop giao nhầm sang mẫu rẻ hơn
Chất lượng sản phẩm tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,chất_lượng sản_phẩm tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn
Chất lượng sản phẩm rất kém ko giống trong hình.,NEG,1,,chất_lượng sản_phẩm rất kém ko giống trong hình
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
"Hàng như hình, shop tận tình với khách, tư vấn nhiệt tình, hỏi nhanh phản hồi thần tốc.",POS,5,,hàng như hình_shop tận_tình với khách tư_vấn nhiệt_tình hỏi nhanh phản_hồi thần_tốc
Mong shop có những mẫu sp lung linh nữa 😊😊😊.,POS,4,,mong shop có mẫu sp lung_linh nữa
Có thỏi son mà shop cho hộp to đùng.,NEU,3,,có thỏi_son shop cho hộp to_đùng
Rất là ưng ạ.,POS,5,,rất ưng
Nói chung là với giá tiền bỏ ra thì chất lượng như thế là tạm ổn.,POS,4,,nói_chung với giá tiền bỏ ra chất_lượng như thế tạm ổn
Rất đáng tiền vải dày đẹp y như hình.,POS,4,,rất đáng tiền vải dày đẹp y_như hình
áo đẹp lắm ạ😍😍😍.,POS,5,,áo đẹp lắm
Lm mk chờ xót ruột lun🤧.,NEU,3,,lm mk chờ xót_ruột lun
Lần sau lại ủng hộ shop tiếp ạ!,POS,4,,lần sau lại ủng_hộ shop tiếp
Nhưng giá tiền đó thì tạm chấp nhận dc.,NEU,3,,nhưng giá tiền đó tạm chấp_nhận dc
Sau đó ko rep mình nx ạ.,NEG,2,,sau đó ko rep mình nx
Chủ shop rất nhiệt tình 🤗 Giao hàng lại nhanh 👍.,POS,5,,chủ shop rất nhiệt_tình giao hàng lại nhanh
"May có chủ shop ib nhiệt tình chỉ bảo, xài rất ok, máy rung mạnh, đang chờ kết quả :))).",POS,5,,may có chủ shop ib nhiệt_tình chỉ bảo_xài rất ok máy rung mạnh đang chờ kết_quả
Mua từ sag tới đêm (gần 23h30) mới đuọc nạp.,NEG,2,,mua từ sag tới đêm gần 23 h30 mới đuọc_nạp
Đóng gói sản phẩm chưa được thẩm mĩ còn xấu.,NEG,1,,đóng_gói sản_phẩm chưa được thẩm_mĩ còn xấu
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt
Chất lượng sản phẩm tuyệt Shop phục vụ rất tốt.,POS,5,,chất_lượng sản_phẩm tuyệt_shop phục_vụ rất tốt
Rất hài lòng.,POS,5,,rất hài_lòng
"Dính keo 502 lốm đốm, hình dán ngược, nhưng chấp nhận đc Shop phục vụ rất tốt.",POS,4,,dính keo 502 lốm_đốm hình_dán ngược nhưng chấp_nhận đc_shop phục_vụ rất tốt
Thank shop.,POS,4,,thank shop
"Giấy đẹp, mịn, đóng gói tốt, nhưng 1 bịch giấy bị bẩn( chắc bị bẩn từ trước khi đóng gói).",POS,4,,giấy đẹp mịn đóng_gói tốt nhưng 1 bịch giấy bẩn chắc bẩn từ trước khi đóng_gói
Perfect ❤.,POS,5,,perfect
Tui be qua.,POS,4,,tui be qua
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh
Con cũng k bé như t tưởng tượng.,POS,4,,con cũng k bé như t tưởng_tượng
Rất đáng tiền.,POS,5,,rất đáng tiền
Chất lượng sản phẩm rất kém.,NEG,1,,chất_lượng sản_phẩm rất kém
"Vải váy tạm đc, chất nylon nhiều, phù hợp giá tiền.Váy rộng so với bthg nên trừ hao bớt.",POS,4,,vải váy tạm đc chất nylon nhiều phù_hợp giá tiềnváy rộng so với bthg nên trừ_hao bớt
Hai lòng.,POS,5,,hai lòng
Trông nhem nhuốc.Shop nên ktra kĩ trc khi gửi sp.,NEG,1,,trông nhem nhuốcshop nên ktra kĩ_trc khi gửi sp
Quá ổn so với giá tiền.,POS,5,,quá ổn so với giá tiền
Nhưng với giá này thì chấp nhận được.,NEU,3,,nhưng với giá này chấp_nhận được
Thật sự cả 5 sản phẩm mình đặt đều rất ưng ý.,POS,4,,thật_sự cả 5 sản_phẩm mình đặt đều rất ưng_ý
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời
Tạm đc thôi kg đẹp lắm nhưng tiền nào của nấy kg chắc chê shop bán đc.,POS,4,,tạm đc thôi kg đẹp lắm nhưng tiền nào nấy kg chắc chê shop bán đc
Mà đế giày của mình màu vàng mà.,NEG,1,,đế_giày mình màu vàng
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Áo đẹp y hình nhưng dáng áo hơi dài còn lại thì ok.,POS,4,,áo đẹp y_hình nhưng dáng áo_hơi dài còn lại ok
chị chủ dễ thương lắm ạ. lại còn đc tặng quà nữa chứ. e dùng shoppee lâu lắm rồi mà hôm nay mới muốn bấm theo dõi shop đầu tiên. 5sao ạ❤️❤️ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,chị chủ dễ_thương lắm lại còn đc tặng quà nữa chứ e dùng shoppee lâu lắm rồi hôm_nay mới muốn bấm theo_dõi shop đầu_tiên 5 sao chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn
Áo giống hình.,NEU,3,,áo giống hình
"Chất lượng sản phẩm phù hợp giá tiền nhưng cổ cao, kín, không đep như trong ảnh.",NEG,2,,chất_lượng sản_phẩm phù_hợp giá tiền nhưng cổ cao kín không đep như trong ảnh
"Giày đen, chắc chắn, cầm rất chắc tay, đi vào chân rất thoải mái luôn.",POS,5,,giày đen chắc_chắn cầm rất chắc_tay đi vào chân rất thoải_mái luôn
K đúng với màu sản phẩm đã đặt.,NEG,1,,k đúng với màu sản_phẩm đã đặt
"Hàng hơi to và nặng, mới xài thử vài ngày thấy ok, sạc vào pin lẫn vào máy đều khá nhanh.",POS,4,,hàng hơi to và nặng mới xài thử vài ngày thấy ok sạc vào pin lẫn vào máy đều khá nhanh
giao hàng quá lâu áo khá là to.,NEG,2,,giao hàng quá lâu áo khá to
Chất lượng sản phẩm tuyệt vời chỉ thừa nhiều.,NEG,1,*,chất_lượng sản_phẩm tuyệt_vời chỉ thừa nhiều
K có j để nói 😃😃.,NEU,3,,k có j để nói
Chất lượng sản phẩm toẹt vời.,POS,5,,chất_lượng sản_phẩm toẹt_vời
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.tôi hoàn toàn hài lòng về shop!,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanhtôi hoàn_toàn hài_lòng về shop
Quan dep ao dep ma buon wa quan mat k vua.,POS,4,,quan dep ao dep ma buon wa_quan mat k vua
"Chất vải dc ,.",POS,4,,chất vải dc
Rất đáng tiền Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,,rất đáng tiền chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt thời_gian giao hàng rất nhanh
Màu sắc đáng yêu lắm :).,POS,4,,màu_sắc đáng yêu lắm
"Chị chủ dễ thương, nhiệt tình tư vấn!!!",POS,5,,chị chủ dễ_thương nhiệt_tình tư_vấn
Đồ vải mát thoải mái 😗.,POS,4,,đồ vải mát thoải_mái
Vải cũng dày nhưng đường may chưa đẹp nhe shop.,NEU,3,,vải cũng dày nhưng đường may chưa đẹp nhe shop
Bao Vải khá ok.,POS,4,,bao vải khá ok
Gói quà đẹp .Giao hàng nhanh lắm.,POS,4,,gói quà đẹp giao hàng nhanh lắm
Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền. chất vải dày dặn đẹp lắm.,POS,5,,shop phục_vụ rất tốt_shop phục_vụ rất tốt rất đáng tiền chất vải dày_dặn đẹp lắm
Chưa sài nhung nhìn sản phẩm thì thấy 👌.,POS,4,,chưa sài_nhung nhìn sản_phẩm thấy
Thích. 5 sao.,POS,5,,thích 5 sao
Yêu shop..,POS,4,,yêu shop
5sao.,POS,5,,5 sao
Sóng căng vứt.,POS,5,,sóng căng vứt
Sh rất nhiệt tình.,POS,5,,sh rất nhiệt_tình
Ưng hết nấc đầm xinh lắm lun Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,ưng hết nấc đầm xinh lắm lun rất đáng tiền thời_gian giao hàng rất nhanh
Bự quá😂😂😂.,NEG,2,,bự quá
Rồi đem vứt 🙁🙁.,NEG,1,,rồi đem vứt
"Shop phục vụ rất tốt,thank shop vì đã nhiệt tình cho m đổi.",POS,4,,shop phục_vụ rất tốtthank_shop vì đã nhiệt_tình cho m đổi
Shop nên xem lại nhé.,NEG,1,,shop nên xem_lại
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.cam on shop.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanhcam on shop
Cho shop 10* chứ k phải 5* 😘.,POS,5,,cho shop 10 chứ k phải 5
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
"hàng y hình nhé, đường may chất liệu nhìn chắc chắn.",POS,5,,hàng y_hình đường may chất_liệu nhìn chắc_chắn
Shop phục vụ kém.,NEG,2,,shop phục_vụ kém
Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,rất đáng tiền thời_gian giao hàng rất nhanh đóng_gói sản_phẩm rất đẹp và chắc_chắn
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh lần nào mua hàng cũng đc tặng quà.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh lần nào mua hàng cũng đc tặng quà
👍👍.,POS,4,,
"Mau ao dep, chat bi chay shop oi, shop rat nhiet tinh.",POS,5,,mau ao dep chat bi_chay shop oi_shop rat nhiet_tinh
Form giày nhỏ.,NEU,3,,form giày nhỏ
Sản phẩm không giống mô tả...thấy mấy review vote 5 sao nên tin tưởng ai ngờ không khác gì hàng tồn.,NEG,2,,sản_phẩm không giống mô tảthấy mấy review vote 5 sao nên tin_tưởng ai_ngờ không khác_gì hàng tồn
Hàng ko giống như hình cho lắm.,POS,4,,hàng ko giống như hình cho lắm
Muốn cho 10 sao luôn!!!!,POS,5,,muốn cho 10 sao luôn
Rất đáng tiền.,POS,4,,rất đáng tiền
Rất đáng tiền.,POS,5,,rất đáng tiền
nhưng đẹp.,NEU,3,,nhưng đẹp
"Đồng hồ không dùng được, gọi cứ sập nguồn, shop lừa đảo, nhắn tin không trả lời.",NEG,1,,đồng_hồ không dùng được gọi cứ sập nguồn shop lừa_đảo nhắn_tin không trả_lời
Chất váy đẹp ngoài sức tưởng tượng luôn.,POS,4,,chất váy đẹp ngoài sức tưởng_tượng luôn
Chỉ cần nhìn cách phục vụ khách là biết hàng chất lượng. ❤️.,POS,4,,chỉ cần nhìn cách phục_vụ khách biết hàng chất_lượng
"Chất lượng sp đc nhưng thái độ pvụ của shop chán quá, hỏi 1 đằng trl 1 nẻo, hỏi nhiều ý thì trả lời có nửa, nhắn hỏi dài nthe mà trl có 1 dòng cụt lủn sai trọng tâm, nhắn bày tỏ t/độ vậy rồi mà chả xl 1 câu.",POS,4,,chất_lượng sp_đc nhưng thái_độ pvụ shop chán quá hỏi 1 đằng trl 1 nẻo hỏi nhiều ý trả_lời có nửa_nhắn hỏi dài nthe trl có 1 dòng cụt lủn sai_trọng_tâm_nhắn bày_tỏ tđộ vậy rồi chả xl 1 câu
Đóng gói thì bình thường.,NEU,3,,đóng_gói bình_thường
Mình rất thích.,POS,5,,mình rất thích
"túi đẹp, chắc chắn, rất đáng tiền, shop nói chuyện dễ thương nhiệt tình.",POS,4,,túi đẹp chắc_chắn rất đáng tiền shop nói_chuyện dễ_thương nhiệt_tình
Sản phẩm đẹp có điều nhanh bị bong!,NEU,3,,sản_phẩm đẹp có_điều nhanh bong
Cho 5☆.,POS,5,,cho 5
Áo quá đẹp luôn shop ơi.,POS,5,,áo quá đẹp luôn shop ơi
Sản phẩm đẹp hơn trong hình luôn...shop dễ thương nữa...,POS,5,,sản_phẩm đẹp hơn trong hình_luônshop dễ_thương nữa
Nói chung tạm.,POS,4,,nói_chung tạm
Áo bị mất cúc.,NEG,2,,áo mất cúc
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh.,POS,4,,chất_lượng sản_phẩm tốt đóng_gói sản_phẩm chắc_chắn thời_gian giao hàng nhanh
"vải mỏng xấu , may dây bị lỗi, không giống như hình Rất không đáng tiền.",NEG,1,,vải mỏng xấu may dây lỗi không giống như hình rất không đáng tiền
"Gói hàng kỹ, giao hàng cực nhanh.",POS,5,,gói hàng kỹ giao hàng cực nhanh
"Ngũ cốc nhiều loại hạt, ăn rất ngon.",POS,5,,ngũ_cốc nhiều loại hạt ăn rất ngon
Ban hog ban thi noi cho ta biet.,NEG,1,,ban hog ban thi_noi cho ta biet
"Chất lượng sản phẩm kém, may sát mí quá, giờ chật sửa lại cũng khó nữa, vải thường, freesize dưới 52kg nhưng nên suy nghĩ kỹ vì chật ko còn vải để nới ra đượ, eo ko may chun nên chật là khỏi sửa luôn.",NEG,1,,chất_lượng sản_phẩm kém may sat mi qua giơ chât_sưa lai_cung kho nưa vai_thương freesize dươi 52 kg nhưng nên suy_nghi ky vi_chât ko con vai đê nơi ra đươ eo_ko may chun nên chât_la khoi_sưa luôn
Quần đẹp .,POS,4,,quần đẹp
Nhưng vẫn nguyên các niêm phong mác.,POS,4,,nhưng vẫn nguyên các niêm_phong mác
Sp kem chất lượng.,NEG,1,,sp kem chất_lượng
Sản phẩm tốt.,POS,4,,sản_phẩm tốt
Đáng tiền.,POS,4,,đáng tiền
đường chỉ rất đẹp.,POS,5,,đường chỉ rất đẹp
hi vọng shop vẫn tiếp tục như z.,NEU,3,,hi_vọng shop vẫn tiếp_tục như z
Còn đc tặng thêm ảnh nữa.,POS,5,,còn đc tặng thêm ảnh nữa
Chất đẹp .,POS,4,,chất đẹp
Sẽ ủng hộ shop tiếp tục ạ.,POS,4,,sẽ ủng_hộ shop tiếp_tục
San pham that ko duoc nhu hinh.,NEG,2,,san pham that ko duoc nhu_hinh
Doi mau hong mang ko vua haiz Chất lượng sản phẩm tuyệt vời.,NEU,3,,doi mau_hong mang ko vua haiz chất_lượng sản_phẩm tuyệt_vời
Đặt màu đen thì giao màu trắng :).,NEG,1,,đặt màu đen giao màu trắng
Đặc biệt cách tư vấn của shop rất nhiệt tình.,POS,5,,đặc_biệt cách tư_vấn shop rất nhiệt_tình
Ban dua quan kem chu dau phai quan trang.,NEG,1,,ban dua_quan kem chu_dau phai quan_trang
Chất lượng tốt mà hơi rộng mà thôi cho shop 5 sak.,POS,5,,chất_lượng tốt hơi rộng thôi cho shop 5 sak
Sản phẩm y như mô tả.,POS,4,,sản_phẩm y_như mô_tả
Giá hợp lý.,POS,4,,giá hợp_lý
"chất vải mềm mịn,hàng đẹp, ko tiếc gì 5* dành cho shop.",POS,5,,chất vải mềm mịnhàng đẹp ko_tiếc gì 5 dành cho shop
Form đẹp.,POS,4,,form đẹp
Shop giao nhầm màu cho mình.,NEG,2,,shop giao nhầm màu cho mình
